Timestamp,Distance,Hits,Misses,Level,Score,ScoreLossPowerups,ScoreLoss,ScoreGain,LaneSwitches,ReachedEnd,powerups_pickedup,powerups_used,Score,Score
9/30/2022 0:42:25,0125.98 -8 20 dead,,,,,,,,,,,,,
9/30/2022 0:56:50,0144.20 -3 50 dead,,,,,,,,,,,,,
9/30/2022 0:58:13,0273.98 0 180 dead,,,,,,,,,,,,,
9/30/2022 1:21:11,0195.97 0 100 dead,,,,,,,,,,,,,
9/30/2022 1:31:51,0147.46 10 0 alive,,,,,,,,,,,,,
9/30/2022 1:33:23,0084.16 -4 70 dead,,,,,,,,,,,,,
9/30/2022 1:35:36,0072.00 0 100 dead,,,,,,,,,,,,,
9/30/2022 1:44:33,0129.00 -5 30 dead,,,,,,,,,,,,,
9/30/2022 1:53:31,0124.21 -1 100 dead,,,,,,,,,,,,,
9/30/2022 1:53:50,0164.07 -1 100 dead,,,,,,,,,,,,,
9/30/2022 1:58:26,0145.00 -2 100 dead,,,,,,,,,,,,,
9/30/2022 2:06:29,0144.18 -2 30 dead,,,,,,,,,,,,,
9/30/2022 2:06:38,0057.24 43 0 alive,,,,,,,,,,,,,
9/30/2022 2:09:18,0102.48 60 0 alive,,,,,,,,,,,,,
9/30/2022 2:09:38,0083.99 0 80 dead,,,,,,,,,,,,,
9/30/2022 2:10:11,0284.09 -6 10 dead,,,,,,,,,,,,,
9/30/2022 2:13:40,0124.16 -3 100 dead,,,,,,,,,,,,,
9/30/2022 2:14:01,0184.15 -1 80 dead,,,,,,,,,,,,,
9/30/2022 2:14:24,0189.98 -2 70 dead,,,,,,,,,,,,,
9/30/2022 2:14:55,0278.24 21 0 alive,,,,,,,,,,,,,
9/30/2022 2:21:20,0151.00 0 40 dead,,,,,,,,,,,,,
9/30/2022 11:00:58,0084.19 -4 100 dead,,,,,,,,,,,,,
9/30/2022 11:01:22,0207.00 -2 50 dead,,,,,,,,,,,,,
9/30/2022 11:05:12,0244.20 -1 50 dead,,,,,,,,,,,,,
9/30/2022 11:19:54,0138.92 17 0 alive,,,,,,,,,,,,,
9/30/2022 11:20:27,0116.99 0 80 dead,,,,,,,,,,,,,
9/30/2022 11:20:43,0116.99 0 80 dead,,,,,,,,,,,,,
9/30/2022 11:21:09,0204.08 0 60 dead,,,,,,,,,,,,,
9/30/2022 11:21:26,0139.76 -5 70 dead,,,,,,,,,,,,,
9/30/2022 11:21:40,0109.00 0 40 dead,,,,,,,,,,,,,
9/30/2022 11:24:59,0020.99 0 100 dead,,,,,,,,,,,,,
9/30/2022 11:28:42,0016.00 0 100 dead,,,,,,,,,,,,,
9/30/2022 11:30:33,0104.07 0 60 dead,,,,,,,,,,,,,
9/30/2022 11:31:15,0013.99 0 100 dead,,,,,,,,,,,,,
9/30/2022 11:31:36,0158.51 -33 -30 dead,,,,,,,,,,,,,
9/30/2022 11:31:53,0102.99 0 40 dead,,,,,,,,,,,,,
9/30/2022 11:32:12,0102.67 50 0 alive,,,,,,,,,,,,,
9/30/2022 11:34:37,0175.00 -4 40 dead,,,,,,,,,,,,,
9/30/2022 11:35:55,0158.99 -7 20 dead,,,,,,,,,,,,,
9/30/2022 11:41:27,0091.00 0 50 dead,,,,,,,,,,,,,
9/30/2022 11:42:38,0098.84 59 -30 alive,,,,,,,,,,,,,
9/30/2022 11:43:10,0009.00 0 100 dead,,,,,,,,,,,,,
9/30/2022 11:43:36,0015.99 0 100 dead,,,,,,,,,,,,,
9/30/2022 11:52:08,0121.26 28 0 alive,,,,,,,,,,,,,
9/30/2022 11:53:03,0147.45 68 0 alive,,,,,,,,,,,,,
9/30/2022 12:02:11,0136.79 40 -40 alive,,,,,,,,,,,,,
9/30/2022 12:25:29,0120.25 40 0 alive,,,,,,,,,,,,,
9/30/2022 12:25:47,0102.98 100 0 alive,,,,,,,,,,,,,
9/30/2022 12:26:22,0260.34 20 0 alive,,,,,,,,,,,,,
9/30/2022 12:26:44,0160.73 49 0 alive,,,,,,,,,,,,,
9/30/2022 12:54:01,0164.74 0 80 dead,4,0,ninja_run_level1,,,,,,,,,,
9/30/2022 12:55:51,0164.74 0 80 dead,0,0,ninja_run_level1,,,,,,,,,,
9/30/2022 12:57:04,0104.49 100 0 alive,,,,,,,,,,,,,
9/30/2022 12:57:31,0184.17 0 20 dead,,,,,,,,,,,,,
9/30/2022 12:59:14,0120.64 100 0 alive,,,,,,,,,,,,,
9/30/2022 13:01:11,0118.79 100 0 alive,,,,,,,,,,,,,
9/30/2022 13:01:33,0119.91 80 0 alive,0,0,ninja_run_level4,,,,,,,,,,
9/30/2022 13:01:34,0118.93 100 0 alive,,,,,,,,,,,,,
9/30/2022 13:01:59,0142.32 100 -5 alive,,,,,,,,,,,,,
9/30/2022 13:02:28,0104.49 100 0 alive,,,,,,,,,,,,,
9/30/2022 13:04:03,0204.37 0 100 dead,,,,,,,,,,,,,
9/30/2022 13:04:33,0119.91 80 0 alive,0,0,ninja_run_level4,,,,,,,,,,
9/30/2022 13:04:50,0119.91 80 0 alive,0,0,ninja_run_level4,,,,,,,,,,
9/30/2022 13:05:12,0119.91 80 0 alive,0,0,ninja_run_level4,,,,,,,,,,
9/30/2022 13:06:23,0199.06 29 -200 alive,0,0,ninja_run_level4,,,,,,,,,,
9/30/2022 13:07:05,0105.31 100 0 alive,,,,,,,,,,,,,
9/30/2022 13:07:33,0206.87 29 0 alive,,,,,,,,,,,,,
9/30/2022 13:08:26,0206.87 29 0 alive,,,,,,,,,,,,,
9/30/2022 13:09:35,0206.87 29 0 alive,,,,,,,,,,,,,
9/30/2022 13:11:04,0228.09 5 0 alive,,,,,,,,,,,,,
9/30/2022 13:11:38,0284.10 -2 20 dead,,,,,,,,,,,,,
9/30/2022 13:13:00,0284.10 -2 20 dead,,,,,,,,,,,,,
9/30/2022 13:13:54,0280.00 0 30 dead,,,,,,,,,,,,,
9/30/2022 13:14:22,0280.00 0 30 dead,,,,,,,,,,,,,
9/30/2022 13:14:56,0280.00 0 30 dead,,,,,,,,,,,,,
9/30/2022 13:15:37,0254.98 -3 40 dead,,,,,,,,,,,,,
9/30/2022 13:16:10,0254.98 -3 40 dead,,,,,,,,,,,,,
9/30/2022 13:18:49,0228.32 27 0 alive,,,,,,,,,,,,,
9/30/2022 13:19:11,0119.14 30 0 alive,,,,,,,,,,,,,
9/30/2022 13:20:00,0224.25 0 20 dead,,,,,,,,,,,,,
9/30/2022 13:20:03,0119.14 30 0 alive,,,,,,,,,,,,,
9/30/2022 13:20:35,0184.24 -6 40 dead,,,,,,,,,,,,,
9/30/2022 13:22:09,0079.00 0 50 dead,,,,,,,,,,,,,
9/30/2022 13:23:17,0125.00 0 40 dead,,,,,,,,,,,,,
9/30/2022 13:23:23,0219.82 20 0 alive,,,,,,,,,,,,,
9/30/2022 13:23:54,0150.00 0 60 dead,,,,,,,,,,,,,
9/30/2022 13:24:04,0220.91 60 -10 alive,,,,,,,,,,,,,
9/30/2022 13:24:11,0200.34 100 0 alive,,,,,,,,,,,,,
9/30/2022 13:24:15,0184.16 -3 40 dead,,,,,,,,,,,,,
9/30/2022 13:24:47,0198.37 100 0 alive,,,,,,,,,,,,,
9/30/2022 13:25:25,0198.75 100 0 alive,,,,,,,,,,,,,
9/30/2022 13:26:06,0238.57 28 0 alive,,,,,,,,,,,,,
9/30/2022 13:49:24,0179.42 0 20 dead,,,,,,,,,,,,,
9/30/2022 13:51:13,0134.99 0 70 dead,,,,,,,,,,,,,
9/30/2022 13:52:40,0191.98 -1 70 dead,,,,,,,,,,,,,
9/30/2022 13:58:41,0084.19 0 80 dead,,,,,,,,,,,,,
9/30/2022 14:01:51,0224.19 -8 40 dead,,,,,,,,,,,,,
9/30/2022 14:06:47,0208.00 -8 70 dead,,,,,,,,,,,,,
9/30/2022 14:10:08,0021.00 0 100 dead,,,,,,,,,,,,,
9/30/2022 14:10:36,0219.42 63 0 alive,,,,,,,,,,,,,
9/30/2022 14:13:07,0072.92 0 80 dead,,,,,,,,,,,,,
9/30/2022 14:25:22,0021.99 0 100 dead,,,,,,,,,,,,,
9/30/2022 14:47:52,0102.92 -5 50 dead,,,,,,,,,,,,,
9/30/2022 14:47:55,0239.49 80 0 alive,,,,,,,,,,,,,
9/30/2022 14:50:19,0114.92 -6 50 dead,,,,,,,,,,,,,
9/30/2022 15:29:04,0140.92 -1 40 dead,,,,,,,,,,,,,
9/30/2022 15:29:52,0261.92 0 10 dead,,,,,,,,,,,,,
9/30/2022 15:31:45,0300.01 50 0 alive,,,,,,,,,,,,,
9/30/2022 15:40:30,0144.13 0 60 dead,,,,,,,,,,,,,
9/30/2022 15:40:31,0219.19 70 0 alive,,,,,,,,,,,,,
9/30/2022 15:41:16,0278.69 100 0 alive,,,,,,,,,,,,,
9/30/2022 15:43:25,0238.92 0 30 dead,,,,,,,,,,,,,
9/30/2022 15:46:03,0144.23 -6 100 dead,,,,,,,,,,,,,
9/30/2022 16:09:33,0283.99 0 10 dead,9,5,ninja_run_level1,,,,,,,,,,
9/30/2022 16:10:36,0259.70 90 0 alive,13,0,ninja_run_level2,,,,,,,,,,
9/30/2022 16:12:27,0006.99 0 100 dead,0,0,ninja_run_level2,,,,,,,,,,
9/30/2022 16:13:24,0339.89 18 -5 alive,16,1,ninja_run_level2,,,,,,,,,,
9/30/2022 16:14:07,0239.98 60 0 alive,10,2,ninja_run_level1,,,,,,,,,,
9/30/2022 16:19:29,0239.98 60 0 alive,0,0,ninja_run_level1,,,,,,,,,,
9/30/2022 16:21:03,0239.98 60 0 alive,0,0,ninja_run_level1,,,,,,,,,,
9/30/2022 16:21:28,0239.98 60 0 alive,0,0,ninja_run_level1,,,,,,,,,,
9/30/2022 16:21:49,0239.98 60 0 alive,0,0,ninja_run_level1,,,,,,,,,,
9/30/2022 16:22:15,0239.98 60 0 alive,0,0,ninja_run_level1,,,,,,,,,,
9/30/2022 16:22:48,0239.98 60 0 alive,0,0,ninja_run_level1,,,,,,,,,,
9/30/2022 16:23:14,0239.98 60 0 alive,0,0,ninja_run_level1,,,,,,,,,,
9/30/2022 16:23:40,0239.98 60 0 alive,0,0,ninja_run_level1,,,,,,,,,,
9/30/2022 16:24:59,0239.14 40 0 alive,10,2,ninja_run_level4,,,,,,,,,,
9/30/2022 21:43:38,0049.99 -1 100 dead,,,,,,,,,,,,,
9/30/2022 21:49:16,0049.99 -1 100 dead,,,,,,,,,,,,,
9/30/2022 21:49:30,0006.00 0 100 dead,,,,,,,,,,,,,
9/30/2022 21:50:22,0006.00 0 100 dead,,,,,,,,,,,,,
9/30/2022 21:50:46,0113.00 -8 80 dead,,,,,,,,,,,,,
9/30/2022 21:52:51,0113.00 -8 80 dead,,,,,,,,,,,,,
9/30/2022 21:53:09,0084.07 -3 100 dead,,,,,,,,,,,,,
10/1/2022 0:00:37,0192.95 0 100 dead,,,,,,,,,,,,,
10/1/2022 0:01:10,0164.36 -3 100 dead,,,,,,,,,,,,,
10/1/2022 6:51:31,0107.00 0 80 dead,2,3,ninja_run_level1,,,,,,,,,,
10/1/2022 9:27:04,0204.23 0 100 dead,0,10,ninja_run_level1,,,,,,,,,,
10/1/2022 11:09:59,0219.02 69 0 alive,10,1,ninja_run_level1,,,,,,,,,,
10/1/2022 11:23:00,0137.99 -9 100 dead,0,6,ninja_run_level1,,,,,,,,,,
10/1/2022 11:50:08,0378.37 60 0 alive,,,,,,,,,,,,,
10/1/2022 12:23:08,0164.09 -1 100 dead,0,8,ninja_run_level1,,,,,,,,,,
10/1/2022 13:28:05,0359.06 30 0 alive,,,,,,,,,,,,,
10/1/2022 14:01:10,0310.00 0 20 dead,8,7,ninja_run_level1,,,,,,,,,,
10/1/2022 14:01:38,0121.92 -1 50 dead,5,1,ninja_run_level4,,,,,,,,,,
10/1/2022 14:09:43,0278.32 100 0 alive,14,0,ninja_run_level2,,,,,,,,,,
10/1/2022 14:08:58,0258.45 57 0 alive,10,3,ninja_run_level1,,,,,,,,,,
10/1/2022 14:19:52,0239.57 24 0 alive,10,2,ninja_run_level1,,,,,,,,,,
10/1/2022 14:22:50,0239.57 24 0 alive,0,0,ninja_run_level1,,,,,,,,,,
10/1/2022 14:23:36,0358.30 8 0 alive,10,8,ninja_run_level1,,,,,,,,,,
10/1/2022 14:30:51,0358.30 8 0 alive,0,0,ninja_run_level1,,,,,,,,,,
10/1/2022 14:40:10,0259.80 59 0 alive,10,3,ninja_run_level1,,,,,,,,,,
10/1/2022 14:40:46,0259.80 59 0 alive,0,0,ninja_run_level1,,,,,,,,,,
10/1/2022 14:43:10,0007.92 -7 100 dead,,,,,,,,,,,,,
10/1/2022 14:44:37,0278.92 50 0 alive,10,4,ninja_run_level1,,,,,,,,,,
10/1/2022 14:47:39,0299.90 40 0 alive,10,5,ninja_run_level1,,,,,,,,,,
10/1/2022 14:50:19,0278.33 25 0 alive,10,4,ninja_run_level1,,,,,,,,,,
10/1/2022 14:51:49,0198.30 88 0 alive,10,0,ninja_run_level1,,,,,,,,,,
10/1/2022 14:52:37,0198.30 88 0 alive,0,0,ninja_run_level1,,,,,,,,,,
10/1/2022 15:17:18,0259.20 37 0 alive,10,3,ninja_run_level1,,,,,,,,,,
10/1/2022 16:05:19,0324.19 0 30 dead,7,9,ninja_run_level1,,,,,,,,,,
10/1/2022 16:05:40,0555.00 0 100 dead,,,,,,,,,,,,,
10/1/2022 16:08:01,0324.19 0 30 dead,0,0,ninja_run_level1,,,,,,,,,,
10/1/2022 16:08:27,0165.98 0 100 dead,,,,,,,,,,,,,
10/1/2022 16:08:53,0324.19 0 30 dead,0,0,ninja_run_level1,,,,,,,,,,
10/1/2022 16:08:53,0165.98 0 100 dead,,,,,,,,,,,,,
10/1/2022 16:11:07,0324.19 0 30 dead,0,0,ninja_run_level1,,,,,,,,,,
10/1/2022 16:22:20,0255.99 -5 30 dead,7,5,ninja_run_level1,,,,,,,,,,
10/1/2022 16:22:59,0124.00 -5 100 dead,0,5,ninja_run_level1,,,,,,,,,,
10/1/2022 17:18:24,0164.34 0 100 dead,,,,,,,,,,,,,
10/1/2022 17:19:08,0260.67 78 -5 alive,,,,,,,,,,,,,
10/1/2022 17:19:48,0260.64 100 -5 alive,,,,,,,,,,,,,
10/1/2022 17:20:29,0260.68 10 0 alive,,,,,,,,,,,,,
10/1/2022 17:21:05,0220.15 40 0 alive,,,,,,,,,,,,,
10/1/2022 17:33:03,0129.99 -7 80 dead,2,4,ninja_run_level1,,,,,,,,,,
10/1/2022 18:32:25,0299.72 50 0 alive,10,5,ninja_run_level1,,,,,,,,,,
10/1/2022 22:38:25,0119.65 100 0 alive,,,,,,,,,,,,,
10/1/2022 22:40:04,0119.84 80 0 alive,,,,,,,,,,,,,
10/1/2022 22:47:05,0119.84 80 0 alive,,,,,,,,,,,,,
10/1/2022 22:51:26,0022.98 0 100 dead,,,,,,,,,,,,,
10/1/2022 22:52:52,0021.00 0 100 dead,,,,,,,,,,,,,
10/1/2022 22:53:24,0054.99 0 100 dead,,,,,,,,,,,,,
10/1/2022 22:54:29,0010.99 0 100 dead,,,,,,,,,,,,,
10/1/2022 22:54:35,0013.99 0 100 dead,,,,,,,,,,,,,
10/1/2022 22:54:48,0014.99 0 100 dead,,,,,,,,,,,,,
10/1/2022 22:55:32,0010.00 0 100 dead,,,,,,,,,,,,,
10/1/2022 22:55:47,0014.99 0 100 dead,,,,,,,,,,,,,
10/1/2022 22:56:44,0016.98 0 100 dead,,,,,,,,,,,,,
10/1/2022 22:56:50,0016.99 0 100 dead,,,,,,,,,,,,,
10/1/2022 22:56:58,0010.99 0 100 dead,,,,,,,,,,,,,
10/1/2022 23:02:18,0059.00 0 80 dead,,,,,,,,,,,,,
10/1/2022 23:02:44,0014.99 0 100 dead,,,,,,,,,,,,,
10/1/2022 23:03:41,0014.99 0 100 dead,,,,,,,,,,,,,
10/1/2022 23:04:13,0046.00 0 100 dead,,,,,,,,,,,,,
10/1/2022 23:17:33,0022.99 0 100 dead,,,,,,,,,,,,,
10/1/2022 23:17:56,0015.98 0 100 dead,,,,,,,,,,,,,
10/1/2022 23:18:04,0011.00 0 100 dead,,,,,,,,,,,,,
10/1/2022 23:19:11,0011.00 0 100 dead,,,,,,,,,,,,,
10/1/2022 23:19:31,0030.99 0 100 dead,,,,,,,,,,,,,
10/1/2022 23:19:38,0023.98 0 90 dead,,,,,,,,,,,,,
10/1/2022 23:19:44,0017.00 0 100 dead,,,,,,,,,,,,,
10/1/2022 23:22:51,0017.00 0 100 dead,,,,,,,,,,,,,
10/2/2022 0:46:31,0200.27 79 0 alive,,,,,,,,,,,,,
10/2/2022 11:37:01,0284.03 65 -5 alive,,,,,,,,,,,,,
10/2/2022 11:37:35,0204.44 80 0 alive,,,,,,,,,,,,,
10/2/2022 13:28:15,0089.55 0 100 dead,0,0,ninja_run_level1,,,,,,,,,,
10/2/2022 13:36:50,0120.06 -4 100 dead,0,0,ninja_run_level1,,,,,,,,,,
10/2/2022 13:37:32,0092.00 0 100 dead,0,4,ninja_run_level1,,,,,,,,,,
10/2/2022 13:38:16,0061.00 0 100 dead,0,2,ninja_run_level1,,,,,,,,,,
10/2/2022 13:38:53,0095.98 -4 100 dead,0,4,ninja_run_level1,,,,,,,,,,
10/2/2022 13:39:35,0190.98 0 100 dead,0,9,ninja_run_level1,,,,,,,,,,
10/2/2022 13:40:21,0184.27 -1 100 dead,0,9,ninja_run_level1,,,,,,,,,,
10/2/2022 13:40:23,0120.07 0 100 dead,0,0,ninja_run_level1,,,,,,,,,,
10/2/2022 13:41:03,0132.98 -7 100 dead,0,6,ninja_run_level1,,,,,,,,,,
10/2/2022 13:41:25,0067.99 0 100 dead,0,3,ninja_run_level1,,,,,,,,,,
10/2/2022 13:41:42,0120.97 0 100 dead,0,5,ninja_run_level1,,,,,,,,,,
10/2/2022 13:57:59,0220.09 40 0 alive,10,1,ninja_run_level1,,,,,,,,,,
10/2/2022 14:00:47,0183.98 0 100 dead,0,8,ninja_run_level1,,,,,,,,,,
10/2/2022 14:08:41,0124.22 -8 100 dead,0,6,ninja_run_level1,,,,,,,,,,
10/2/2022 14:09:16,0129.99 0 100 dead,0,6,ninja_run_level1,,,,,,,,,,
10/2/2022 14:09:31,0164.56 0 100 dead,0,8,ninja_run_level1,,,,,,,,,,
10/2/2022 14:09:41,0124.05 0 100 dead,0,6,ninja_run_level1,,,,,,,,,,
10/2/2022 14:09:51,0084.67 -6 100 dead,0,4,ninja_run_level1,,,,,,,,,,
10/2/2022 14:10:04,0184.59 -7 100 dead,0,9,ninja_run_level1,,,,,,,,,,
10/2/2022 14:10:15,0141.00 0 100 dead,0,6,ninja_run_level1,,,,,,,,,,
10/2/2022 14:10:25,0161.96 0 100 dead,0,7,ninja_run_level1,,,,,,,,,,
10/2/2022 14:10:35,0164.52 0 100 dead,0,8,ninja_run_level1,,,,,,,,,,
10/2/2022 14:10:47,0164.63 0 100 dead,0,8,ninja_run_level1,,,,,,,,,,
10/2/2022 14:10:58,0152.00 -4 100 dead,0,7,ninja_run_level1,,,,,,,,,,
10/2/2022 14:11:10,0140.99 -3 100 dead,0,6,ninja_run_level1,,,,,,,,,,
10/2/2022 14:11:33,0148.99 -5 100 dead,0,7,ninja_run_level1,,,,,,,,,,
10/2/2022 14:11:48,0184.43 0 100 dead,0,9,ninja_run_level1,,,,,,,,,,
10/2/2022 14:11:59,0121.00 0 100 dead,0,5,ninja_run_level1,,,,,,,,,,
10/2/2022 14:12:13,0124.14 -8 100 dead,0,6,ninja_run_level1,,,,,,,,,,
10/2/2022 14:12:25,0200.00 0 100 dead,0,9,ninja_run_level1,,,,,,,,,,
10/2/2022 14:13:42,0182.99 0 100 dead,0,8,ninja_run_level1,,,,,,,,,,
10/2/2022 14:13:52,0124.22 -4 100 dead,0,6,ninja_run_level1,,,,,,,,,,
10/2/2022 14:14:02,0144.38 -5 100 dead,0,7,ninja_run_level1,,,,,,,,,,
10/2/2022 14:14:16,0188.95 0 100 dead,0,9,ninja_run_level1,,,,,,,,,,
10/2/2022 14:14:25,0124.19 -2 100 dead,0,6,ninja_run_level1,,,,,,,,,,
10/2/2022 14:14:35,0144.20 -8 100 dead,0,7,ninja_run_level1,,,,,,,,,,
10/2/2022 14:14:47,0184.18 -5 100 dead,0,9,ninja_run_level1,,,,,,,,,,
10/2/2022 14:14:59,0144.43 0 100 dead,0,7,ninja_run_level1,,,,,,,,,,
10/2/2022 14:15:11,0184.27 -6 100 dead,0,9,ninja_run_level1,,,,,,,,,,
10/2/2022 14:15:21,0104.47 -7 100 dead,0,5,ninja_run_level1,,,,,,,,,,
10/2/2022 14:15:31,0144.53 -7 100 dead,0,7,ninja_run_level1,,,,,,,,,,
10/2/2022 14:15:41,0164.14 0 100 dead,0,8,ninja_run_level1,,,,,,,,,,
10/2/2022 14:15:53,0164.63 -1 100 dead,0,8,ninja_run_level1,,,,,,,,,,
10/2/2022 14:16:05,0104.22 0 100 dead,0,5,ninja_run_level1,,,,,,,,,,
10/2/2022 14:16:15,0164.08 0 100 dead,0,8,ninja_run_level1,,,,,,,,,,
10/2/2022 14:53:49,0280.22 20 0 alive,10,4,ninja_run_level1,,,,,,,,,,
10/2/2022 14:58:24,0104.00 -7 100 dead,0,4,ninja_run_level1,,,,,,,,,,
10/2/2022 14:59:36,0184.15 0 100 dead,0,9,ninja_run_level1,,,,,,,,,,
10/2/2022 14:59:47,0147.99 -1 100 dead,0,7,ninja_run_level1,,,,,,,,,,
10/2/2022 15:00:03,0184.24 -2 100 dead,0,9,ninja_run_level1,,,,,,,,,,
10/2/2022 15:00:16,0184.26 -3 100 dead,0,9,ninja_run_level1,,,,,,,,,,
10/2/2022 15:00:28,0116.98 -8 100 dead,0,5,ninja_run_level1,,,,,,,,,,
10/2/2022 15:00:41,0128.99 -2 100 dead,0,6,ninja_run_level1,,,,,,,,,,
10/2/2022 15:01:01,0064.10 -8 100 dead,0,3,ninja_run_level1,,,,,,,,,,
10/2/2022 15:01:19,0164.24 -8 100 dead,0,8,ninja_run_level1,,,,,,,,,,
10/2/2022 15:02:05,0158.00 -3 100 dead,0,7,ninja_run_level1,,,,,,,,,,
10/2/2022 15:52:18,0164.48 0 100 dead,0,8,ninja_run_level1,,,,,,,,,,
10/2/2022 15:54:33,0164.56 0 100 dead,0,8,ninja_run_level1,,,,,,,,,,
10/2/2022 15:55:29,0238.45 58 0 alive,10,2,ninja_run_level1,,,,,,,,,,
10/2/2022 15:55:56,0204.48 0 100 dead,0,10,ninja_run_level1,,,,,,,,,,
10/2/2022 15:58:02,0318.69 30 0 alive,10,6,ninja_run_level1,,,,,,,,,,
10/2/2022 16:00:41,0204.48 0 100 dead,0,0,ninja_run_level1,,,,,,,,,,
10/2/2022 16:23:20,0389.00 -4 20 dead,8,5,ninja_run_level1,,,,,,,,,,
10/2/2022 16:24:40,0184.62 0 100 dead,0,9,ninja_run_level1,,,,,,,,,,
10/2/2022 16:27:06,0389.00 -4 20 dead,0,0,ninja_run_level1,,,,,,,,,,
10/2/2022 16:27:18,0144.66 0 100 dead,0,7,ninja_run_level1,,,,,,,,,,
10/2/2022 16:28:14,0344.27 0 10 dead,9,5,ninja_run_level1,,,,,,,,,,
10/2/2022 16:39:25,0085.97 0 100 dead,,,,,,,,,,,,,
10/2/2022 16:41:32,0244.20 0 60 dead,4,5,ninja_run_level1,,,,,,,,,,
10/2/2022 16:42:16,0244.20 0 60 dead,0,0,ninja_run_level1,,,,,,,,,,
10/2/2022 16:42:26,0085.97 0 100 dead,,,,,,,,,,,,,
10/2/2022 16:42:59,0359.36 8 0 alive,10,3,ninja_run_level1,,,,,,,,,,
10/2/2022 16:44:59,0359.36 8 0 alive,0,0,ninja_run_level1,,,,,,,,,,
10/2/2022 16:45:30,0229.98 -3 40 dead,6,3,ninja_run_level1,,,,,,,,,,
10/2/2022 16:47:32,0085.97 0 100 dead,,,,,,,,,,,,,
10/2/2022 16:48:12,0077.99 0 100 dead,,,,,,,,,,,,,
10/2/2022 16:51:44,0009.98 0 100 dead,,,,,,,,,,,,,
10/2/2022 16:52:03,0124.11 0 100 dead,,,,,,,,,,,,,
10/2/2022 16:54:13,0124.11 0 100 dead,,,,,,,,,,,,,
10/2/2022 16:54:37,0114.98 0 100 dead,,,,,,,,,,,,,
10/2/2022 17:00:42,0319.57 15 0 alive,10,1,ninja_run_level1,,,,,,,,,,
10/2/2022 17:01:42,0299.22 29 0 alive,10,3,ninja_run_level1,,,,,,,,,,
10/2/2022 17:02:01,0164.25 0 90 dead,1,5,ninja_run_level1,,,,,,,,,,
10/2/2022 17:02:47,0164.25 0 90 dead,0,0,ninja_run_level1,,,,,,,,,,
10/2/2022 17:05:10,0358.92 35 0 alive,10,4,ninja_run_level1,,,,,,,,,,
10/2/2022 17:10:16,0358.92 35 0 alive,0,0,ninja_run_level1,,,,,,,,,,
10/2/2022 17:11:42,0358.92 35 0 alive,0,0,ninja_run_level1,,,,,,,,,,
10/2/2022 17:13:34,0358.92 35 0 alive,0,0,ninja_run_level1,,,,,,,,,,
10/2/2022 17:14:25,0384.14 -2 10 dead,9,9,ninja_run_level1,,,,,,,,,,
10/2/2022 17:17:44,0418.29 20 0 alive,10,7,ninja_run_level1,,,,,,,,,,
10/2/2022 17:22:16,0341.98 0 10 dead,9,7,ninja_run_level1,,,,,,,,,,
10/2/2022 17:43:14,0030.01 0 100 dead,0,1,ninja_run_level1,,,,,,,,,,
10/2/2022 17:44:20,0104.22 0 100 dead,0,5,ninja_run_level1,,,,,,,,,,
10/2/2022 17:48:28,0184.21 0 100 dead,0,9,ninja_run_level1,,,,,,,,,,
10/2/2022 17:48:46,0158.99 0 100 dead,0,7,ninja_run_level1,,,,,,,,,,
10/2/2022 18:01:35,0458.29 40 0 alive,10,7,ninja_run_level1,,,,,,,,,,
10/2/2022 18:02:07,0284.14 0 10 dead,9,3,ninja_run_level1,,,,,,,,,,
10/2/2022 18:02:46,0324.22 0 10 dead,9,4,ninja_run_level1,,,,,,,,,,
10/2/2022 18:03:24,0358.79 20 0 alive,10,6,ninja_run_level1,,,,,,,,,,
10/2/2022 18:03:54,0358.79 20 0 alive,0,0,ninja_run_level1,,,,,,,,,,
10/2/2022 18:04:44,0418.50 60 0 alive,10,4,ninja_run_level1,,,,,,,,,,
10/2/2022 18:06:19,0418.50 60 0 alive,0,0,ninja_run_level1,,,,,,,,,,
10/2/2022 18:07:11,0439.15 20 0 alive,10,9,ninja_run_level1,,,,,,,,,,
10/2/2022 18:07:51,0339.27 90 0 alive,10,2,ninja_run_level1,,,,,,,,,,
10/2/2022 18:08:10,0104.98 0 100 dead,0,5,ninja_run_level1,,,,,,,,,,
10/2/2022 18:09:13,0164.16 -2 100 dead,0,8,ninja_run_level1,,,,,,,,,,
10/2/2022 18:10:20,0164.16 -2 100 dead,0,0,ninja_run_level1,,,,,,,,,,
10/2/2022 18:10:40,0102.00 0 100 dead,0,4,ninja_run_level1,,,,,,,,,,
10/2/2022 18:11:48,0103.99 0 100 dead,0,4,ninja_run_level1,,,,,,,,,,
10/2/2022 18:13:02,0184.28 0 100 dead,0,9,ninja_run_level1,,,,,,,,,,
10/2/2022 18:24:16,0164.09 0 100 dead,0,8,ninja_run_level1,,,,,,,,,,
10/2/2022 18:25:06,0191.00 0 100 dead,0,9,ninja_run_level1,,,,,,,,,,
10/2/2022 18:29:59,0478.76 80 0 alive,10,8,ninja_run_level1,,,,,,,,,,
10/2/2022 18:53:22,0146.00 0 100 dead,,,,,,,,,,,,,
10/3/2022 9:13:25,0218.37 30 0 alive,,,,,,,,,,,,,
10/3/2022 9:14:21,0198.28 0 50 dead,,,,,,,,,,,,,
10/3/2022 10:49:26,0121.00 -3 100 dead,0,5,ninja_run_level1,,,,,,,,,,
