Timestamp,Level,Restart_Quit
10/27/2022 1:24:12,level_six,Restart
10/27/2022 1:24:22,level_six,Restart
10/27/2022 1:25:29,level_six,Quit
10/27/2022 1:28:56,level_two,Quit
10/27/2022 1:36:28,level_one,Restart
10/27/2022 1:37:57,level_four,Quit
10/27/2022 1:38:24,level_one,Quit
10/27/2022 1:39:17,level_six,Restart
10/27/2022 1:39:17,level_six,Restart
10/27/2022 1:39:18,level_six,Quit
10/27/2022 1:39:21,level_one,Quit
10/27/2022 1:39:22,level_two,Restart
10/27/2022 1:39:23,level_two,Quit
10/27/2022 1:39:31,level_one,Restart
10/27/2022 1:39:32,level_one,Restart
10/27/2022 1:39:32,level_one,Restart
10/27/2022 1:39:32,level_one,Restart
10/27/2022 1:39:44,level_one,Quit
10/27/2022 1:42:26,level_one,Quit
10/27/2022 1:53:20,level_one,Restart
10/27/2022 1:53:21,level_one,Quit
10/27/2022 1:54:40,level_one,Quit
10/27/2022 1:58:55,level_one,Quit
10/27/2022 2:36:59,level_one,Restart
10/27/2022 2:37:00,level_one,Restart
10/27/2022 2:37:00,level_one,Restart
10/27/2022 2:37:01,level_one,Restart
10/27/2022 2:37:01,level_one,Restart
10/27/2022 2:37:01,level_one,Restart
10/27/2022 2:37:01,level_one,Restart
10/27/2022 2:37:02,level_one,Quit
10/27/2022 2:37:05,level_two,Quit
10/27/2022 2:37:42,level_one,Restart
10/27/2022 2:37:42,level_one,Restart
10/27/2022 2:37:43,level_one,Quit
10/27/2022 2:37:48,level_five,Quit
10/27/2022 2:37:50,level_three,Quit
10/27/2022 2:37:52,level_four,Quit
10/27/2022 2:37:53,level_one,Restart
10/27/2022 2:37:53,level_one,Restart
10/27/2022 2:37:54,level_one,Restart
10/27/2022 2:37:54,level_one,Restart
10/27/2022 2:37:54,level_one,Restart
10/27/2022 2:37:55,level_one,Restart
10/27/2022 2:37:55,level_one,Restart
10/27/2022 2:37:55,level_one,Restart
10/27/2022 2:37:55,level_one,Restart
10/27/2022 2:37:55,level_one,Restart
10/27/2022 2:37:56,level_one,Restart
10/27/2022 2:37:56,level_one,Restart
10/27/2022 2:37:56,level_one,Quit
10/27/2022 2:38:10,level_one,Quit
10/27/2022 2:38:31,level_two,Quit
10/27/2022 2:41:27,level_one,Quit
10/27/2022 2:41:29,level_two,Restart
10/27/2022 2:41:29,level_two,Quit
10/27/2022 2:44:25,level_one,Restart
10/27/2022 2:44:26,level_one,Restart
10/27/2022 2:44:26,level_one,Restart
10/27/2022 2:44:26,level_one,Restart
10/27/2022 2:44:27,level_one,Restart
10/27/2022 2:44:27,level_one,Restart
10/27/2022 2:44:27,level_one,Restart
10/27/2022 2:44:27,level_one,Restart
10/27/2022 2:44:27,level_one,Restart
10/27/2022 2:44:28,level_one,Quit
10/27/2022 2:44:30,level_one,Restart
10/27/2022 2:44:30,level_one,Restart
10/27/2022 2:44:54,level_one,Restart
10/27/2022 2:44:56,level_one,Restart
10/27/2022 2:45:06,level_one,Restart
10/27/2022 2:45:17,level_one,Restart
10/27/2022 2:45:37,level_one,Restart
10/27/2022 2:45:53,level_one,Quit
10/27/2022 2:45:54,level_one,Restart
10/27/2022 2:45:55,level_one,Restart
10/27/2022 2:45:55,level_one,Restart
10/27/2022 2:45:56,level_one,Quit
10/27/2022 2:46:06,level_five,Restart
10/27/2022 2:46:06,level_five,Restart
10/27/2022 2:46:06,level_five,Restart
10/27/2022 2:46:06,level_five,Restart
10/27/2022 2:46:07,level_five,Restart
10/27/2022 2:46:07,level_five,Restart
10/27/2022 2:47:30,level_five,Restart
10/27/2022 2:47:30,level_five,Restart
10/27/2022 2:47:31,level_five,Restart
10/27/2022 2:47:31,level_five,Restart
10/27/2022 2:47:31,level_five,Restart
10/27/2022 2:47:31,level_five,Restart
10/27/2022 2:47:31,level_five,Restart
10/27/2022 2:47:32,level_five,Restart
10/27/2022 3:11:13,level_one,Restart
10/27/2022 3:12:56,level_one,Quit
10/27/2022 3:12:58,level_two,Quit
10/27/2022 3:13:12,level_one,Quit
10/27/2022 4:14:10,level_one,Restart
10/27/2022 4:14:11,level_one,Quit
10/27/2022 4:14:17,level_five,Quit
10/27/2022 4:14:18,level_four,Restart
10/27/2022 4:14:19,level_four,Restart
10/27/2022 4:14:19,level_four,Restart
10/27/2022 4:14:19,level_four,Restart
10/27/2022 4:14:20,level_four,Quit
10/27/2022 4:14:23,level_two,Restart
10/27/2022 5:59:20,level_one,Quit
10/27/2022 5:59:39,level_two,Quit
10/27/2022 5:59:52,level_seven,Quit
10/27/2022 9:21:43,level_one,Restart
10/27/2022 9:59:44,level_one,Quit
10/27/2022 10:01:41,level_one,Restart
10/27/2022 10:02:14,level_one,Restart
10/27/2022 10:02:15,level_one,Quit
10/27/2022 10:20:50,level_one,Quit
10/27/2022 10:33:33,level_one,Restart
10/27/2022 10:33:33,level_one,Restart
10/27/2022 10:33:34,level_one,Restart
10/27/2022 10:33:34,level_one,Restart
10/27/2022 10:33:36,level_one,Restart
10/27/2022 10:33:37,level_one,Restart
10/27/2022 10:33:37,level_one,Restart
10/27/2022 10:33:37,level_one,Restart
10/27/2022 10:33:38,level_one,Quit
10/27/2022 10:33:39,level_one,Restart
10/27/2022 10:33:39,level_one,Restart
10/27/2022 10:33:39,level_one,Restart
10/27/2022 10:33:40,level_one,Restart
10/27/2022 10:33:40,level_one,Restart
10/27/2022 10:33:40,level_one,Restart
10/27/2022 10:33:40,level_one,Restart
10/27/2022 10:33:41,level_one,Restart
10/27/2022 10:33:41,level_one,Restart
10/27/2022 10:33:41,level_one,Quit
10/27/2022 10:46:21,level_two,Restart
10/27/2022 10:46:21,level_two,Restart
10/27/2022 10:46:22,level_two,Restart
10/27/2022 10:46:27,level_two,Quit
10/27/2022 10:46:28,level_one,Restart
10/27/2022 10:46:29,level_one,Restart
10/27/2022 10:46:30,level_one,Restart
10/27/2022 10:46:32,level_one,Quit
10/27/2022 10:46:35,level_one,Restart
10/27/2022 10:46:36,level_one,Quit
10/27/2022 10:46:38,level_five,Restart
10/27/2022 10:46:38,level_five,Quit
10/27/2022 10:48:53,level_one,Restart
10/27/2022 10:49:03,level_one,Restart
10/27/2022 10:49:35,level_one,Quit
10/27/2022 10:50:45,level_two,Restart
10/27/2022 10:52:51,level_two,Quit
10/27/2022 11:26:35,level_three,Quit
10/27/2022 11:27:23,level_one,Quit
10/27/2022 11:27:32,level_two,Quit
10/27/2022 11:28:34,level_one,Restart
10/27/2022 11:29:08,level_one,Quit
10/27/2022 13:01:03,level_one,Quit
10/27/2022 13:12:02,level_one,Restart
10/27/2022 13:12:02,level_one,Restart
10/27/2022 13:13:20,level_one,Restart
10/27/2022 13:13:20,level_one,Restart
10/27/2022 13:13:21,level_one,Restart
10/27/2022 13:13:21,level_one,Restart
10/27/2022 13:13:21,level_one,Restart
10/27/2022 13:13:22,level_one,Restart
10/27/2022 13:13:22,level_one,Restart
10/27/2022 13:13:22,level_one,Restart
10/27/2022 13:32:41,level_one,Restart
10/27/2022 13:34:10,level_one,Quit
10/27/2022 13:34:33,level_seven,Quit
10/27/2022 13:35:35,level_one,Quit
10/27/2022 13:52:23,level_one,Restart
10/27/2022 13:52:24,level_one,Restart
10/27/2022 13:52:25,level_one,Restart
10/27/2022 13:52:25,level_one,Quit
10/27/2022 13:52:39,level_two,Restart
10/27/2022 13:52:39,level_two,Quit
10/27/2022 13:52:41,level_five,Restart
10/27/2022 13:53:09,level_five,Restart
10/27/2022 13:53:10,level_five,Quit
10/27/2022 13:54:56,level_five,Quit
10/27/2022 14:44:42,level_one,Quit
10/27/2022 14:44:56,level_one,Restart
10/27/2022 14:45:32,level_one,Quit
10/27/2022 14:45:49,level_seven,Quit
10/27/2022 14:46:25,level_one,Quit
10/27/2022 14:46:35,level_six,Quit
10/27/2022 14:46:59,level_three,Quit
10/27/2022 14:47:14,level_four,Quit
10/27/2022 14:47:18,level_six,Quit
10/27/2022 14:47:35,level_five,Quit
10/27/2022 14:48:21,level_one,Restart
10/27/2022 14:48:55,level_one,Restart
10/27/2022 14:49:29,level_one,Quit
10/27/2022 14:49:37,level_two,Quit
10/27/2022 16:56:45,level_one,Quit
10/27/2022 16:57:17,level_five,Restart
10/27/2022 16:57:18,level_five,Quit
10/27/2022 16:58:12,level_two,Quit
10/27/2022 17:07:40,level_one,Restart
10/27/2022 17:07:41,level_one,Quit
10/27/2022 17:07:48,level_two,Quit
10/27/2022 17:09:19,level_one,Restart
10/27/2022 17:46:01,level_two,Restart
10/27/2022 17:46:09,level_two,Restart
10/27/2022 17:47:00,level_two,Quit
10/27/2022 17:47:43,level_three,Quit
10/27/2022 18:21:48,level_one,Restart
10/27/2022 18:22:15,level_one,Quit
10/27/2022 18:22:57,level_two,Quit
10/27/2022 18:23:19,level_six,Quit
10/27/2022 18:40:59,level_one,Restart
10/27/2022 18:41:28,level_one,Quit
10/27/2022 19:03:18,level_one,Quit
10/27/2022 19:03:19,level_one,Restart
10/27/2022 19:03:20,level_one,Restart
10/27/2022 19:03:21,level_one,Restart
10/27/2022 19:03:22,level_one,Restart
10/27/2022 19:03:23,level_one,Quit
10/27/2022 19:03:25,level_five,Restart
10/27/2022 19:03:25,level_five,Quit
10/27/2022 19:03:28,level_two,Quit
10/27/2022 19:03:30,level_three,Quit
10/27/2022 19:03:32,level_four,Quit
10/27/2022 19:03:36,level_four,Restart
10/27/2022 19:03:37,level_four,Quit
10/27/2022 19:03:38,level_five,Quit
10/27/2022 19:03:40,level_six,Quit
10/27/2022 19:03:41,level_seven,Quit
10/27/2022 19:04:59,level_two,Quit
10/27/2022 19:18:16,level_one,Restart
10/27/2022 19:18:17,level_one,Quit
10/27/2022 19:18:52,level_one,Quit
10/27/2022 19:18:56,level_one,Quit
10/27/2022 19:19:26,level_five,Quit
10/27/2022 19:19:35,level_six,Quit
10/27/2022 19:20:00,level_two,Restart
10/27/2022 19:20:30,level_two,Quit
